School Name,BRIN
De Proeftuin,32HC
De Provenier,18AH
De Punter,13LO
De Raamdonk,08ZT
De Rank,26RA
De Rank,07IY
De Rank,11PS
De Rank,03AZ
De Rank,10PX
De Rank,11LX
De Ravense Poort,31WM
De Regenboog,22KL
De Regenboog,15IL
De Regenboog,15WK
De Regenboog,08FC
De Regenboog,09YY
De Regenboog,09WP
De Regenboog,19LU
De Regenboog,13FI
De Regenboog,12HM
De Regenboog,17UC
De Regenboog,13ZY
De Regenboog,08SP
De Regenboog,17CM
De Regenboog,09SW
De Regenboog,04RQ
De Regenboog,18FG
De Regenboog Basisschool,22MD
De Regenboog basisschool,11VJ
De Regenboogschool,09XD
De Reiziger,32AP
De Repelaer,07MK
De Rheder Enk,14EB
De Ridderhof,28AF
De Rietakker,13VS
De Rietlanden,07LO
De Rietslenke,06JC
"De Rijzert, school voor Praktijkonderwijs",17MA
De Roedel,19BT
De Romte,18QU
De Ronde Maat,19VR
De Roos,31VT
De Rozemarn,20XR
De Rozenbeek,23TJ
De Rozenhorst,03NB
De Ruimte,30PE
De Saller,10DU
De Samensprong,13PL
De Schakel,15SQ
De Schakel,15QY
De Schakel,17PG
De Schakel,20XS
De Schakel,07WZ
De Schakel,16ZM
De Schakel,17OB
De Schakel,08IN
De Schakel,16UW
De Schalm,03VH
De Schalm,18ZU
De Schapendel,05DA
De Schatgraaf,27YE
de Schatgraver,20SZ
De Schatgraver,09PV
De Schatkaart,31VD
De Schelp,19BB
De Schouw,12ZO
De Schuthoek,13GQ
De Schutse,03FH
De Singel,10TR
De Sjaloom,11FR
De Slotermeerschool,18WD
De Sluis,16ZS
De Smelen,10PZ
De Smeltkroes,03EJ
De Smithoek,09QR
De Snip,11GM
De Spaaihoeve,19BQ
De Spelwert,10TT
De Spiegel,09BS
De Spoorzoeker,17FN
De Sprankeling,08OM
De Spreng,15ZE
De Sprenge Vaassen,13JJ
De Springplank,18QJ
De Springplank,03YI
De Springplank,18OF
De Springplank,09XF
De Springplank,32JC
De Springplank,17MJ
De Springschans,21OT
De Springschans,13BW
De Sprong,16CN
De Sprong,09KF
"De Sprong, hoofdlocatie",26LL
De Stapsteen,00AZ
De Stapstien,10IK
De Startbaan,06FW
De Starter,17SR
De Steenuil,09TM
De Steiger school voor Praktijkonderwijs,18PR
De Sterrenboog,12HN
De Sterrenpracht,03OR
De Stevenshof,15YY
De Straap,10UB
De Stroming,14EX
De Swetten,14GN
De Taaltuin,14GW
De Tamarisk,13ZB
De Tamarisk,18NS
De Tamboerijn,20XZ
De Tamboerijn,23TT
De Tandem,03RW
De Tandem,08IT
De Tarissing,04JU
De Tarthorst,18RA
De Telgenborch,17QJ
De Tender School voor Praktijkonderwijs,26NH
De Tjalk,16XS
De Tjasker,17DK
De Tjotter,16NB
De Toermalijn,05DT
De Toermalijn,18LN
De Toermalijn,18LX
De Toermalijn Vrije School voor de Bollenstreek,24RB
De Toonladder,15JF
De Toorts,09VH
De Touwladder,05JG
De Tovercirkel,18FE
De Tovercirkel,21RP
De Triangel,16UD
De Triangel,10JT
De Triangel,19NV
De Triangel,16FS
De Triangel Capelle,03HV
De Triangel Houten,24ET
De Trimaran,04ZB
De Trimaran PC en RK Basisschool,15IX
De Trinoom,24BN
De Trinoom,26AF
De Triolier,08DZ
De Trompetter,00DW
De Trompetvogel,13VN
De Troubadour,17OR
De Troubadour School voor Basisonderwijs,05IZ
De Trumakkers,03BV
De Tuimelaar,19DS
De Tweeklank,12KO
De Tweemaster,05ZF
De Tweemaster,19XU
De Tweewegen,10DC
De Twijn,11ZE
De Twine,09OA
De Twiner,18RU
De Twirrewyn,15JD
De Uilenhorst katholieke brede school,06LW
De Uitkijck,08EM
De Utskoat,08FI
De Veenvlinder,14LB
De Veldkamp,10GT
De Veldkei,15PM
De Veldrakker,15OF
De Venen,18JF
De Verbeelding,31UY
De Verrekijker,13MF
De Verwondering,31LN
de Verwondering,30UR
De Verwondering,08VZ
De Verwondering,32AU
De Veste,22JB
"De Viaan, school voor praktijkonderwijs",19YT
De Vierambacht,13QN
De Viermaster,13MP
De Viersprong,12OY
De Viersprong,15WV
De Vijfsprong,03NI
De Vijver,26AX
De Vijverstee,10AV
De Vindplaats,20VG
De Violier,15HT
De Vlashoek,14KH
De Vliedberg,16YW
De Vliegende Hollander,14FQ
De Vliekotter,18US
De Vlierboom,19YS
De Vlinder,08UO
De Vlinderboom,14LR
De Vlindertuin,27NM
De Vlindertuin/kindcentrum,09YM
De Vlonder,11JJ
De Vogelenzang,15VM
De Vonk Basisschool,05GH
De Vossenburcht,09DB
De Vrije School,05WB
De Vrije School Groningen Onderbouw,10KE
De Vrije School Widar,06RE
De Vuursteen,03HM
De Vuurtoren,15PG
De Vuurvlinder,06MA
De Vuurvogel,18HN
De Vuurvogel,09PH
"De Vuurvogel, Openbare Daltonschool Spijkenisse",15LX
De Waerdenborch Scholengemeenschap voor Atheneum Havo Mavo Vbo,19FF
De Walvis,32EV
De Walvis,26PX
De Waterkant,20VU
De Waterlelie,18BO
De Waterval,04UV
De Wegwijzer,10QZ
De Wegwijzer,18CF
De Wegwijzer,09JL
De Wegwijzer,11KW
De Wegwijzer,07KG
De Wegwijzer,18AX
De Wegwijzer,04LO
De Wegwijzer,14YV
De Wegwijzer-Basisschool School met de Bijbel,04MK
De Wegwyzer,08VT
De Weidevogel,20XY
De Weijerwereld,10NZ
De Welle,08BI
De Wendakker,13KR
De Wending,32BV
De Wereld,18TN
De Wereldreiziger,15OH
De Wereldwijzer,17YN
De Wereldwijzer,23RJ
De Werf,07NT
De Werkschuit,09DW
De Werveling Basisschool,19RY
De Westbroek,23TK
De Wetering,22JI
De Wheemschool,09CZ
De Wiekslag,11UZ
De Wielewaal,12VV
De Wielewaal,12UU
De Wijde Veert,12TT
De Wijngaard,12QD
De Wijngaard,27XA
De Wijzelaar,12XE
De Wikkeling,26PU
De Wiksel,16CB
De Wilde Wingerd,12SR
De Wildschut,06CS
De Wilge,04YZ
De Wilgenburg,09VJ
De Wilgenhoek,31VH
De Wilgenhoek,14LL
De Wilgenstam,17JH
De Windhoek,05AO
De Windkanter,19LM
De Windroos,16AK
De Windroos,19NE
De Windvaan,16GN
De Wingerd,10PT
De Wingerd,15FM
De Wingerd,13EQ
De Wingerd,07OC
De Wingerd,06OM
De Wingerd,02ZY
De Wingerd,08YU
De Wissel,09JU
De Wissel,05TR
De Wissel,12FB
De Wissel,19VB
De Wissel,26HF
De Witte Olifant,20VK
De Witte School voor Openbaar Onderwijs,09DT
De Wonderwijzer,06OT
De Wynwizer,27RN
De Ynset,15OR
De Zaaier,04UH
De Zaaier,04TC
De Zandbloem,13CT
De Zeeheld,20XO
De Zevensprong,14YR
De Zevensprong,06FM
De Zevensprong,08JP
De Zevenster,09LS
De Zijderoute,31MX
De Zilvermaan,12AE
de Zonnebloem,30JV
De Zonnebloem,19LI
De Zonneboom,11RS
De Zonnepoort,28CF
De Zonnewijzer,05DF
De Zonnewijzer,25KE
De Zonnewijzer,09MY
De Zonnewijzer,19NP
De Zonnewyzer,16KL
De Zuiderzee,27PU
De Zuidwester,11JQ
De Zwanebloem,16KR
De Zwerm,03CV
Delfshaven,11UB
Delftlanden,30AG
Delftsche Schoolvereniging,08CF
Delftse Montessorischool voor Basisonderwijs,04MF
Delta vmbo,00NE
Den Aldenhaag Basisschool,18LI
Dendroncollege RK SGM v Lyc Havo Mavo Vbo Lwoo,25GF
DENISE,31LK
DevelsteinCollege Christelijke Scholengemeenschap voor Voortgezet Onderwijs,14RR
Deventer Leerschool voor Basisonderwijs,06TU
Deventer Montessori School,05VR
Diamant,15ZZ
Dik Tromschool,15OP
Dn Bogerd,18JO
Doarpsskoalle Wurdum,05UW
Dockingacollege Chr SGS VMBO/HAVO/VWO,00ZX
DOK12,29XW
Dollard College PrO Winschoten,19UR
Dollard College voor Lyc Havo Mavo Vbo Lwoo,20CM
Dom Helder Camara Basisschool,18QF
Dominee E du Marchie van Voorthuysen Basisschool,06NG
Dominee Fortgensschool,12PG
Dominee G.H. Kerstenschool,15BW
Dominee J Polyanderschool,08XJ
Dominee Johannes Bogermanschool,07OW
Dominee Koelmanschool,06NX
Dominee van Lingenschool,08BU
Dominicus,17YR
Don Bosco,16KS
Don Bosco College Atheneum Havo Vmbo Lwoo,20GS
Dongemond College voor Atheneum Havo en Vmbo,01IW
Dongeschool,19BW
Dordtse Vrije School,06XQ
Dorpsschool,14HK
Dorpsschool De Twa-ikker,07XB
Dorpsschool Halle,04NW
Dorpsschool Meeden,05QS
Dorpsschool Rozendaal,04HX
Dr A Kuyperschool,09NG
dr Aletta Jacobs College voor Lyc Havo Mavo Vbo Lwoo,25GM
Dr E Boekman,18UH
Dr EA Borgerschool,03JW
Dr H Bavinckschool,14GK
Dr H Bavinckschool,18FU
Dr H Bavinckschool,17OS
Dr Ir C Lelyschool,19DP
Dr J A Gerth V Wijksch voor Christelijk Basis Onderwijs,17UD
Dr J P Thijsseschool,18RR
Dr Lammerts van Buerenschool,07OZ
Dr M M Den Hertogschool voor Christelijk Basis  Onderwijs,17ZS
Dr Maarten Luther,03WY
Dr Maarten Lutherschool,11OU
Dr Maria Montessorischool,08JZ
Dr Schaepman-School,05HU
Dr Theun de Vriesskoalle,10UW
Dr W vd Berghschool,09UN
Dr. Ariëns Daltonschool,08YS
Dr. C. Steenblokschool,04AM
Dr. J. Botkeschool,11UM
Dr. J. v.d. Hoevenschool,11RW
Dr. J.P. Thijsse,14LQ
Dr. Picardtschool,11WZ
Dr. Plesmanschool,05BE
Dr. Schaepmanschool,16BO
Dreefschool voor Protestants Christelijk Basisonderwijs,13KT
Drenthe College Terra,25PW
Drie Koningenschool,03LX
Drieeenheidsschool,11EN
Driestar Gouda voor havo en vwo,32KT
Driestromenland,15UW
Ds A V Stuyvenbergschool,09JI
Ds C De Ridderschool,10EU
Ds D.A. van den Boschschool voor Christelijk Basisonderwijs,17TT
Ds Derksenschool,03HZ
Ds Dj Karressch Christelijke Basisonderwijs,17XC
Ds G H Kerstenschool,07KB
Ds G H Kerstenschool,09UE
Ds Gisbertus Voetiusschool,04CN
Ds Harmen Doornveldschool,09TE
DS J Bogermanschool,06EA
Ds Jl De Wagemakerschool,09DS
Ds Joannes Beukelmanschool,03LQ
Ds Johan v d Wendeschool,05QA
Ds Johannes Groenewegenschool,03OJ
Ds Petrus van de Veldenschool,23UX
DS Pieter v Dijkeschool,21NL
Ds Vossersschool voor Christelijk Basisonderwijs,05UM
Ds W E Den Hertog School,16ZP
Ds. Abraham Hellenbroek,06KQ
Ds. Baxschool,09TY
Ds. D. L. Aangeenbrugschool,07NE
Ds. J. Fraanjeschool De Burcht,30TF
Ds. J. Fraanjeschool De Vesting,04LD
Ds. Pierson College voor Mavo Havo Atheneum,05PL
Duinoord-Basisschool Protestants Christelijk Onderwijs,04MG
Duinzigt Havo,31XT
DURF,14FJ
Dynamiek,07SZ
Eben Haezer,03ZH
Eben Haezer-School,04RL
Eben Haezer-School,04QL
Eben Haezerschool,05RS
Eben Haezerschool,06JP
Eben Haezerschool,06PR
Eben Haezerschool,07KY
Eben Haezerschool,07OE
Eben Haezerschool,23DU
Eben Haezerschool,06FI
Eben Haezerschool,05RT
Eben Haezerschool,06ES
Eben-Haezerschool,04NO
Eben-Haëzer school,03MJ
EBS de Rots,30FV
Ebs De Tamboerijn,32HH
Eckartcollege voor Lyc Havo Mavo Vbo Lwoo,20IB
Eduard V Beinumschool,17MV
Educatief Centrum 't Sparrenbos,09PF
Eerste Leidse Schoolvereniging,08CJ
Eerste Montessorischool,07FD
Eerste Montessorischool,07AM
Eerste Openluchtschool voor het Gezonde Kind,07JK
Eerste Veluwse Montessorischool,10CJ
Eerste Westlandse Montessorischool,23EC
Egbertusschool school voor Basisonderwijs,08MO
Eigen Wijs Basisonderwijs,15KE
Einstein Lyceum Openbare Scholengemeenschap voor MAVO HAVO Atheneum en Gymnasium,17CR
Einsteinschool,19CD
EKC Bloei,04PI
Ekke de Haanschool,14JW
Ekkelhof,13LA
El Furkan Basisschool,23UY
El Wahda Islamitische Basisschool,24UE
El-Amien Islamitische Basisschool,24TB
Elckerlyc,04GX
Elckerlyc Basisschool voor Freinetonderwijs,07ET
Elde College Schijndel voor VWO HAVO VMBO LWOO en PRO,04GU
"Eligant Lyceum, scholengroep voor Lyceum Havo Mavo Vbo Lwoo",20DH
Elimschool,11FM
Elisabeth,17FC
Emelwerda College Christelijke Scholengemeenschap voor Lwoo Mavo Havo Vwo,02JG
Emile Wesly Basisschool,15BR
Emmacollege voor Mavo Kbl en BBL,05FJ
Emmaschool,14JI
Emmaschool,10MZ
Emmaus,17ZI
Emmauscollege Rooms Katholieke Scholengemeenschap voor Vwo en Havo,08CU
Enderun Hisar Amsterdam,32EU
Enderun Hisar Rotterdam,32EZ
Enschedese Schoolvereniging,05VT
Epemaskoalle,14EZ
Erasmianum Gemeente Gymnasium,15SC
Erasmuscollege voor Vwo Havo en Mavo,00PJ
Erasmusschool,19NZ
Erfgooiers College mavo havo vwo,00UM
Ericaschool,18ZM
Esloo VO voor bijzonder vwo havo mavo vmbo pro,21GU
Esprit Scholen voor Lyceum Havo Mavo Vbo Lwoo,17YS
Esrein,17PI
Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro,01VJ
Europaschool,24TC
Evangelische Basisschool de Fontein,30KF
Evangelische Basisschool De Morgenster,22LW
Evangelische basisschool Eden,29XY
Evangelische Basisschool Online,27KA
Evangelische Kindcentrum De Olijfboom,30KE
Expeditiewijz,31RC
"EYE college voor vwo, havo, mavo vbo en pro",20BH
Fabritiusschool,19CY
Familieschool,07RL
Farmsumerborg,08VQ
Fatima,17TP
Feiko Clockschool,11RY
Fellenoord,19BJ
Fiducie College,32GD
Finneblom,15YO
Fioretti College voor Gymnasium Atheneum Havo Mavo Vbo Lwoo,00UZ
Flevo school,05WJ
Flevoparkschool,19CH
Flore,15VA
Floriant,11QO
Floriant,24RH
Focus College Amersfoort,32DR
Focus school voor praktijkonderwijs,08UV
Fons Vitae Lyceum voor havo en vwo,02AN
Fontein,27CF
Forta PRO,28BN
Fortuna,06HN
Franciscus-School voor Basisonderwijs,03VR
Franciscusschool,12GU
Franciscusschool,11QT
Franciscusschool,11QB
Franciscusschool voor Basisonderwijs,10NK
Frans Postmaschool,12XQ
Fredericusschool,06SM
Freinetschool Delft,13YL
Freule van Pallandtschool,04VQ
Frits Bodebasisschool,21QZ
Fusieschool De Vier Windstreken / Zeven zeeën,20ZE
Futura College voor Praktijkonderwijs,26KA
Futuris Scholengemeenschap voor vmbo/mavo en ISK,00WD
G J Van Den Brinkschool,08CQ
G.Th. Rietveldschool,15JN
Gaanderwijs,03TR
Gabrielschool,12SL
Gabrielschool Jenaplan,06QC
Galvani-School,17PY
GBS de Levensboom,03HQ
GBS Het Christal,06NJ
Gearwurkingsskoalle de Wâldiik,10LV
Geert Groote School,09DD
Gem Schoter Scholengemeenschap voor Atheneum Havo en Mavo,20RC
Gemeentelijk Gymnasium,20DD
Gemeentelijk Gymnasium Camphusianum,19ZU
Gemeentelijke Scholengemeenschap t Schylger Jouw voor vmbo,19ET
Gerardusschool,03VG
Geref School De Zaaier,04RA
Gereformeerd Basisschool De Wegwijzer,03CO
Gereformeerde Academische Basisschool De Sprankel,29UL
Gereformeerde Basisschool,23UT
Gereformeerde Basisschool 't Schrijvertje,02ZW
Gereformeerde Basisschool Benjamin,07LK
Gereformeerde Basisschool De Bron,01VE
Gereformeerde Basisschool De Bron,08VH
Gereformeerde Basisschool De Fakkel,21QF
Gereformeerde Basisschool De Fontein,08OZ
Gereformeerde Basisschool De Horizon,24AR
Gereformeerde Basisschool De Open Kring,21RD
Gereformeerde Basisschool De Plantage,03ZD
Gereformeerde Basisschool De Planthof,00BS
Gereformeerde Basisschool De Regenboog,04KI
Gereformeerde Basisschool De Schakel,06LR
Gereformeerde Basisschool De Triangel,22KY
Gereformeerde Basisschool De Wegwijzer,04DT
Gereformeerde Basisschool Domino,23HA
Gereformeerde Basisschool DS G Doekes,09TV
Gereformeerde Basisschool het Sterrenlicht,00DY
Gereformeerde Basisschool Het Zwaluwnest,07IV
Gereformeerde Basisschool In de Lichtkring,24TZ
Gereformeerde Scholengemeenschap Guido voor Lyceum HAVO MAVO VBO LWOO,00JT
Gerrit Komrij College Gemeentelijke Scholengemeenschap voor Vwo Havo Vmbo,17AA
Gerrit Rietveld College,14OY
Gevers Deutz Terwee,08IH
Gevers Deynootschool,12WU
Gideonschool,09YU
Gideonschool Basisschool Protestants Christelijk Onderwijs,03TS
Gisbertus Voetiusschool,23EN
Globe,18EE
"Globe College, brede school voor vmbo, basis, kader en theoretische leerweg",18AN
Globetrotter Katendrecht,31WG
Godelindeschool,11AY
Godelindeschool voor Basisonderwijs,05WI
Godfried Bomansschool,11LE
Goede Herderschool voor Basisonderwijs,04OL
Goeman Borgesiusschool,19ZG
Gomarus College voor Vwo Havo Mavo Vbo Lwoo,02UV
Gomarusschool s.g.voor VMBO Havo Atheneum,00WH
Gooilandschool,16VH
Gooise Praktijkschool,11AI
Gooise Scholen Federatie Weesp,24TG
"Gooise Scholenfederatie vwo, havo, vmbo",14SM
Goudenregenschool,19DD
Gr v Prinsterer-School,04UG
Graaf Engelbrecht voor mavo/havo/vwo,31TK
Graaf Florisschool,10BE
Graaf Huyn College voor LYC HAVO MAVO VBO LWOO,19PV
Graaf Jan van Montfoort,08OX
Graaf Jan van Nassau School voor Basisonderwijs,03IA
Graaf Jan van Nassauschool,04OM
Grafisch Lyceum Rotterdam voor MBO en VMBO,23JA
Gravin van Rechterenschool,04LB
Greijdanus School voor LWOO PRO VMBO HAVO VWO,17VS
Griendencollege voor VMBO,06WY
Griftschool,10SO
Groen v Prinsterer,07XV
Groen van Prinsterer,04QR
Groen van Prinsterer,13CM
Groen van Prinsterer Basisschool,13SB
Groen van Prinsterer Basisschool,07AE
Groen van Prinstererschool,07NY
Groene Hart Pro College,26LR
Groenekanse Schoolvereniging De Nijepoort,07BF
Groenewei,31TP
Groningse Schoolvereniging,07WT
Grotiuscollege Stedelijke Scholengemeenschap voor Lyceum Havo Mavo,02DF
GSR Gymnasium Atheneum HAVO VMBO,00TU
Gymnasium Apeldoorn,20QU
Gymnasium Beekvliet,17JY
Gymnasium Bernrode,02DW
Gymnasium Celeanum,20CF
Gymnasium Felisenum,20DG
Gymnasium Haganum,20LU
Gymnasium Novum,02VO
Gymnasium van de Trevianum Scholengroep,04DS
H Faukelius Basisschool,06EE
H J Piekschool,04AA
H Wesselink College Christelijke Scholengemeenschap voor Vwo Havo Mavo,02TE
"H. N. Werkmancollege, school voor Atheneum, havo,mavo en vbo",20EM
Haanstra Basisschool,04PN
Haarlem College Scholengemeenschap voor Mavo Vbo Lwoo,02KM
Haarlem College school voor havo,32JU
Haarlemse Montessorischool voor Basisonderwijs,05WD
Haarschool,11UO
Haarschool,19VI
Haemstede Barger MAVO,17HH
Hagenhof-School,13ZR
Hannie Schaft Basisschool,08TO
Hans Petri School,27VF
Harbour IBSR,14HB
Harderwijkse Montessorischool Het Koraal,27YD
Hartenlustsch voor Mavo,19EQ
Haskerwiis,05RY
HAVO van de Trevianum Scholengroep,07BQ
Heerenlanden College,17XU
Heilig Hartschool,15CA
Heilige Henricus-School,04BD
Helcherseeschool,07BZ
HelmerWijs,19OF
Hendrik de Cockschool,15DS
"Herbert Vissers College voor mavo, havo,  atheneum en gymnasium",03RU
Herlecollege Scholengemeenschap voor Vmbo,16VM
Hertogin Johanna locatie V,32BP
Hervormde Basisschool 't Kompas,09UJ
Hervormde Basisschool De Wegwijzer,04LI
Hervormde Basisschool Mattanja,08VW
Hervormde School Eben Haezer,08WV
Het 4e Gymnasium,30GC
Het Amsterdams Lyceum,02AP
Het Anker,04TN
Het Anker,17LB
Het Anker,13VG
Het Anker Protestants Christelijke Jenaplanschool,06KW
Het Assink lyceum voor Lyceum Havo Mavo Vbo Lwoo,05FB
Het Avontuur,28AM
Het Avontuur,31LJ
Het Avontuur Openbaar Onderwijs,18JL
Het Baarnsch Lyceum,02TG
Het Baken,08BK
Het Baken,13YX
"Het Baken Almere, interconfessioneel voortgezet onderwijs VWO Havo Vmbo",01FP
Het Baken I,13CG
Het Baken II,11WD
Het Beekdal,04LK
Het Bolwerk,01HQ
Het Christal,03HI
Het College voor Lyc Havo Mavo Vbo lwoo,02ZR
Het College Vos,20CJ
Het Creiler Woud,12XM
Het Drieluik,27XJ
Het Driespan,14FA
het Duet,12TF
Het Element,14MT
Het Erf,13HR
Het Fonkelbos,19LV
Het Galjoen,09WN
Het Galjoen,19WO
Het Gein,23FF
Het Gele Park basisonderwijs,10XV
Het Goese Lyceum,13OR
Het Hoeltien,13XW
Het Hooghuis,19XH
Het JongLeren,29XG
Het Kerspel,09AB
Het Kleurenorkest,30KN
Het Kofschip,12NF
Het Koloriet,12FZ
Het Kompas,14HV
Het Kompas,18LB
Het Kompas,11DE
Het Kompas,08JM
Het Kompas,08IF
Het Kompas,23EX
Het Kompas,11XA
Het Kompas,05SW
Het Koraal,15BQ
Het Kristal,26PW
Het Kristal,13ZE
Het Kwadrant School voor Praktijk Onderwijs,15IS
Het Letterveld,13XS
Het Lichtbaken,15TL
Het Loo,03RO
Het Lyceum Rotterdam voor Vwo en Havo,05XJ
Het Martin Buber,32DA
Het Meerrijk,12XW
Het Mooiste Blauw,08JE
Het Mozaiek,03GR
Het Mozaiek,28AP
Het Mozaiek,15IR
Het Mozaiek,15XD
Het Mozaiek,19US
Het Mozaïek,05LN
Het Mozaïek,09PZ
Het Mozaïek,27LW
Het Nieuwe Lyceum Scholengemeenschap voor Gymnasium Atheneum en Havo,00TL
Het Noorderlicht,10NN
Het Octaaf,07JG
Het Octaaf School voor christelijk basisonderwijs,12AF
Het Ooievaarsnest,16YA
Het Palet,11CZ
Het Palet,16DX
Het Palet,12XL
Het Palet,13TX
Het Palet,32DP
Het Palet,22KD
Het Perron voor VMBO en Praktijkonderwijs,02MF
Het Praktijkcollege Centrum,29VZ
Het Praktijkcollege Charlois,29VW
Het Praktijkcollege Zuidwijk,29VX
Het Rijnlands Lyceum Scholengemeenschap voor Havo VWO,02GP
Het Rijnlands Sassenheim Scholengemeenschap voor Atheneum Havo Mavo,14TD
Het Rondeel,07WK
Het Saffier,32DY
Het Schateiland,14BC
Het SchatRijk,27YV
Het Schoonhovens College,15OM
Het Segment Regionale School voor Praktijkonderwijs,26LT
Het Spectrum,12UZ
Het Startblok,14EC
Het Stedelijk Diekman praktijkonderwijs,19NG
"Het Stedelijk Kottenpark praktijkonderwijs, vmbo, havo, atheneum en gymnasium",00AH
Het Sterrenrijk,05HL
Het Sterrenschip,26PN
Het Sterrenwerk,11QW
Het Streek College Christelijke school voor praktijkonderwijs,26HV
"Het Streek Lyceum, Christelijke School voor mavo, havo, vwo en gymnasium",25GE
